"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","191113","Darryl James Rothering","","","","Development of an OO Infrastructure for Mainframe Database Applications","205--211","","7","","10.1145/191080.191113","","","","","","","1994","","Proceedings of the Ninth Annual Conference on Object-oriented Programming Systems, Language, and Applications","OOPSLA '94","","0-89791-688-3","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","2994149","Junwhan  Ahn and Sungjoo  Yoo and Kiyoung  Choi","","","","AIM: Energy-Efficient Aggregation Inside the Memory Hierarchy","34:1--34:24","34","24","Processing-in-memory, aggregation, locality-adaptive execution, near-data processing","10.1145/2994149","ACM Trans. Archit. Code Optim.","December 2016","13","4","","October","2016","1544-3566","","","","","","ACM","New York, NY, USA"
"article","1248949","Ali  Mesbah","","","","Ajaxifying Classic Web Applications","81--82","","2","","10.1109/ICSECOMPANION.2007.19","","","","","","","2007","","Companion to the Proceedings of the 29th International Conference on Software Engineering","ICSE COMPANION '07","","0-7695-2892-9","","IEEE Computer Society","Washington, DC, USA"
"article","2818449","Jeong-Joon  Yoo and Jaedon  Lee and Sundeep  Krishnadasan and Wonjong  Lee and John  Brothers and Soojung  Ryu","","","","Tile-based Path Rendering for Mobile Device","5:1--5:6","5","6","GPU acceleration, resolution-independent graphics, tile-based path rendering, vector graphics","10.1145/2818427.2818449","","","","","","","2015","","SIGGRAPH Asia 2015 Mobile Graphics and Interactive Applications","SA '15","","978-1-4503-3928-5","Kobe, Japan","ACM","New York, NY, USA"
"article","2168930","David  Middleton","","","","How to Deliver a Gentle Introduction to LR Parsing","261--261","","1","","","J. Comput. Sci. Coll.","May 2012","27","5","","May","2012","1937-4771","","","","","","Consortium for Computing Sciences in Colleges","USA"
"article","2422573","Hyeong Gon Jo and Seol Young Jeong and Soon Ju Kang","","","","Dynamic Resource Look-up and Discovery Architecture for Indoor Location-based Service","207--208","","2","","10.1145/2422531.2422573","","","","","","","2012","","Proceedings of the Fourth ACM Workshop on Embedded Sensing Systems for Energy-Efficiency in Buildings","BuildSys '12","","978-1-4503-1170-0","Toronto, Ontario, Canada","ACM","New York, NY, USA"
"article","2390886","Manolis  Falelakis and Martin  Groen and Michael  Frantzis and Rene  Kaiser and Marian  Ursu","","","","Automatic Orchestration of Video Streams to Enhance Group Communication","25--30","","6","orchestration, rule-based reasoning, task performance, video-mediated communication","10.1145/2390876.2390886","","","","","","","2012","","Proceedings of the 2012 International Workshop on Socially-aware Multimedia","SAM '12","","978-1-4503-1586-9","Nara, Japan","ACM","New York, NY, USA"
"article","367929","Ladan  Tahvildari and Kostas  Kontogiannis","","","","A Workbench for Quality Based Software Re-engineering (Poster)","53--54","","2","software architecture, software migration, software quality","10.1145/367845.367929","","","","","","","2000","","Addendum to the 2000 Proceedings of the Conference on Object-oriented Programming, Systems, Languages, and Applications (Addendum)","OOPSLA '00","","1-58113-307-3","Minneapolis, Minnesota, USA","ACM","New York, NY, USA"
"article","1747576","Josip  Maras and Maja  &#138;tula and Ivica  Crnkovic","","","","phpModeler - A Web Model Extractor","660--661","","2","reverse engineering, tool, maintenance, architecture recovery, web applications","10.1109/ASE.2009.40","","","","","","","2009","","Proceedings of the 2009 IEEE/ACM International Conference on Automated Software Engineering","ASE '09","","978-0-7695-3891-4","","IEEE Computer Society","Washington, DC, USA"
"article","2442543","Calin  Cascaval and Seth  Fowler and Pablo  Montesinos-Ortego and Wayne  Piekarski and Mehrdad  Reshadi and Behnam  Robatmili and Michael  Weber and Vrajesh  Bhavsar","","","","ZOOMM: A Parallel Web Browser Engine for Multicore Mobile Devices","271--280","","10","mobile multicore, parallel browser","10.1145/2442516.2442543","","","","","","","2013","","Proceedings of the 18th ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming","PPoPP '13","","978-1-4503-1922-5","Shenzhen, China","ACM","New York, NY, USA"
"article","2442543","Calin  Cascaval and Seth  Fowler and Pablo  Montesinos-Ortego and Wayne  Piekarski and Mehrdad  Reshadi and Behnam  Robatmili and Michael  Weber and Vrajesh  Bhavsar","","","","ZOOMM: A Parallel Web Browser Engine for Multicore Mobile Devices","271--280","","10","mobile multicore, parallel browser","10.1145/2517327.2442543","SIGPLAN Not.","August 2013","48","8","","February","2013","0362-1340","","","","","","ACM","New York, NY, USA"
"article","1364150","Andre Luiz Camargos Tavares and Marco Tulio Valente","","","","A Remote Display System for Java-based Mobile Applications","1918--1922","","5","aspectoriented programming, mobile computing systems, software architectures","10.1145/1363686.1364150","","","","","","","2008","","Proceedings of the 2008 ACM Symposium on Applied Computing","SAC '08","","978-1-59593-753-7","Fortaleza, Ceara, Brazil","ACM","New York, NY, USA"
"article","2663773","Wolfgang  Gr&#228;ther and Michal  Laclavik and Martin  Tomasek","","","","Support for Collaboration Between Large and Small &#38; Medium Enterprises","288--290","","3","groupware, interoperability, lightweight semantics","10.1145/2660398.2663773","","","","","","","2014","","Proceedings of the 18th International Conference on Supporting Group Work","GROUP '14","","978-1-4503-3043-5","Sanibel Island, Florida, USA","ACM","New York, NY, USA"
"article","2047860","Kevin  Tew and James  Swaine and Matthew  Flatt and Robert Bruce Findler and Peter Dinda pdinda@northwestern.edu","","","","Places: Adding Message-passing Parallelism to Racket","85--96","","12","design, languages, parallelism","10.1145/2168696.2047860","SIGPLAN Not.","February 2012","47","2","","October","2011","0362-1340","","","","","","ACM","New York, NY, USA"
"article","2047860","Kevin  Tew and James  Swaine and Matthew  Flatt and Robert Bruce Findler and Peter Dinda pdinda@northwestern.edu","","","","Places: Adding Message-passing Parallelism to Racket","85--96","","12","design, languages, parallelism","10.1145/2047849.2047860","","","","","","","2011","","Proceedings of the 7th Symposium on Dynamic Languages","DLS '11","","978-1-4503-0939-4","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","376833","Keith  Seymour and Jack  Dongarra","","","","Automatic Translation of Fortran to JVM Bytecode","126--133","","8","","10.1145/376656.376833","","","","","","","2001","","Proceedings of the 2001 Joint ACM-ISCOPE Conference on Java Grande","JGI '01","","1-58113-359-6","Palo Alto, California, USA","ACM","New York, NY, USA"
"article","1234780","James L. Lentz and Terry M. Bleizeffer","","","","IT Ecosystems: Evolved Complexity and Unintelligent Design","","6","","application development, case studies, complexity, ethnography, system administration, user modeling","10.1145/1234772.1234780","","","","","","","2007","","Proceedings of the 2007 Symposium on Computer Human Interaction for the Management of Information Technology","CHIMIT '07","","978-1-59593-635-6","Cambridge, Massachusetts","ACM","New York, NY, USA"
"article","1907546","Srivatsan  Ravi and Vincent  Gramoli and Victor  Luchangco","","","","Transactional Memory, Linking Theory and Practice","109--115","","7","","10.1145/1907450.1907546","SIGACT News","December 2010","41","4","","December","2010","0163-5700","","","","","","ACM","New York, NY, USA"
"article","1298463","&#218;lfar  Erlingsson and Mart&#237;n  Abadi and Michael  Vrable and Mihai  Budiu and George C. Necula","","","","XFI: Software Guards for System Address Spaces","75--88","","14","","","","","","","","","2006","","Proceedings of the 7th Symposium on Operating Systems Design and Implementation","OSDI '06","","1-931971-47-1","Seattle, Washington","USENIX Association","Berkeley, CA, USA"
"article","1166350","Terrence P. Fries","","","","A Framework for Transforming Structured Analysis and Design Artifacts to UML","105--112","","8","UML, class diagram, data flow diagram, entity relationship diagram, sequence diagram, structured analysis and design","10.1145/1166324.1166350","","","","","","","2006","","Proceedings of the 24th Annual ACM International Conference on Design of Communication","SIGDOC '06","","1-59593-523-1","Myrtle Beach, SC, USA","ACM","New York, NY, USA"
"article","1103859","Matt  Mark","","","","Data Sharing Between Ada and C/C++","93--102","","10","cross-language interface","10.1145/1103846.1103859","","","","","","","2005","","Proceedings of the 2005 Annual ACM SIGAda International Conference on Ada: The Engineering of Correct and Reliable Software for Real-Time &Amp; Distributed Systems Using Ada and Related Technologies","SigAda '05","","1-59593-185-6","Atlanta, GA, USA","ACM","New York, NY, USA"
"article","1103859","Matt  Mark","","","","Data Sharing Between Ada and C/C++","93--102","","10","cross-language interface","10.1145/1104011.1103859","Ada Lett.","December 2005","XXV","4","","November","2005","1094-3641","","","","","","ACM","New York, NY, USA"
"article","1229676","Ron  McFadyen","","","","Data Warehousing in an Undergraduate Curriculum","221--227","","7","","","J. Comput. Sci. Coll.","April 2007","22","4","","April","2007","1937-4771","","","","","","Consortium for Computing Sciences in Colleges","USA"
"article","967033","Dan  Boneh and Xuhua  Ding and Gene  Tsudik","","","","Fine-grained Control of Security Capabilities","60--82","","23","Certificate Revocation, Digital Signatures, Public Key Infrastructure","10.1145/967030.967033","ACM Trans. Internet Technol.","February 2004","4","1","","February","2004","1533-5399","","","","","","ACM","New York, NY, USA"
"article","2396699","Victor  Cheung and Jens  Heydekorn and Stacey  Scott and Raimund  Dachselt","","","","Revisiting Hovering: Interaction Guides for Interactive Surfaces","355--358","","4","animation, hovering, interactive surfaces, proximate interaction","10.1145/2396636.2396699","","","","","","","2012","","Proceedings of the 2012 ACM International Conference on Interactive Tabletops and Surfaces","ITS '12","","978-1-4503-1209-7","Cambridge, Massachusetts, USA","ACM","New York, NY, USA"
"article","3017543","","","","","Disambiguating Descriptions: Mapping Digital Special Collections Metadata into Linked Open Data Formats","96:1--96:5","96","5","digital special collections, linked open data, metadata, special collections","","","","","","","","2016","","Proceedings of the 79th ASIS&T Annual Meeting: Creating Knowledge, Enhancing Lives Through Information & Technology","ASIST '16","","","Copenhagen, Denmark","American Society for Information Science","Silver Springs, MD, USA"
"article","2421013","Sarah  Diesburg and Christopher  Meyers and Mark  Stanovich and Michael  Mitchell and Justin  Marshall and Julia  Gould and An-I Andy Wang and Geoff  Kuenning","","","","TrueErase: Per-file Secure Deletion for the Storage Data Path","439--448","","10","NAND flash, file systems, secure deletion, security, storage","10.1145/2420950.2421013","","","","","","","2012","","Proceedings of the 28th Annual Computer Security Applications Conference","ACSAC '12","","978-1-4503-1312-4","Orlando, Florida, USA","ACM","New York, NY, USA"
"article","2459137","Gayatri  Lakshmanan","","","","HiPERS Batch.NET - a High Performance, Extensible, Reliable and Scalable Batch Framework Using Microsoft.NET","19:1--19:8","19","8","HiPERS batch, Microsoft .NET, batch processing, data parallelism, high performance batch, scalable, task parallelism","10.1145/2459118.2459137","","","","","","","2012","","Proceedings of the 5th ACM COMPUTE Conference: Intelligent &#38; Scalable System Technologies","COMPUTE '12","","978-1-4503-1440-4","Pune, India","ACM","New York, NY, USA"
"article","1133066","Adam J. Lee and Marianne  Winslett and Jim  Basney and Von  Welch","","","","Traust: A Trust Negotiation-based Authorization Service for Open Systems","39--48","","10","attribute-based access control, credentials, trust negotiation","10.1145/1133058.1133066","","","","","","","2006","","Proceedings of the Eleventh ACM Symposium on Access Control Models and Technologies","SACMAT '06","","1-59593-353-0","Lake Tahoe, California, USA","ACM","New York, NY, USA"
"article","2978183","Sam  Chung and Sky  Moon and Barbara  Endicott-Popovsky","","","","Architecture-Driven Penetration Testing Against an Identity Access Management (IAM) System","13--18","","6","identity and access management environment, oauth 2.0, penetration testing, software architecture","10.1145/2978178.2978183","","","","","","","2016","","Proceedings of the 5th Annual Conference on Research in Information Technology","RIIT '16","","978-1-4503-4453-1","Boston, Massachusetts, USA","ACM","New York, NY, USA"
"article","2620740","Thomas G. Edwards and Warren  Belkin","","","","Using SDN to Facilitate Precisely Timed Actions on Real-time Data Streams","55--60","","6","media, real-time, sdn, source-timed","10.1145/2620728.2620740","","","","","","","2014","","Proceedings of the Third Workshop on Hot Topics in Software Defined Networking","HotSDN '14","","978-1-4503-2989-7","Chicago, Illinois, USA","ACM","New York, NY, USA"
"article","2666067","Maria Carmela Annosi and Massimiliano  Di Penta and Genny  Tortora","","","","Managing and Assessing the Risk of Component Upgrades","9--12","","4","code provenance, software product lines, software reuse, third party components","","","","","","","","2012","","Proceedings of the Third International Workshop on Product LinE Approaches in Software Engineering","PLEASE '12","","978-1-4673-1751-1","Zurich, Switzerland","IEEE Press","Piscataway, NJ, USA"
"article","604257","Gary  Mueller and Janet  Borzuchowski","","","","Extreme Embedded a Report from the Front Line","1--ff","","","eXtreme programming, embedded","10.1145/604251.604257","","","","","","","2002","","OOPSLA 2002 Practitioners Reports","OOPSLA '02","","1-58113-471-1","Seattle, Washington","ACM","New York, NY, USA"
"article","1028778","Jing  Zhang","","","","Supporting Software Evolution Through Model-driven Program Transformation","310--311","","2","model-driven program transformation, model-driven software development, software evolution","10.1145/1028664.1028778","","","","","","","2004","","Companion to the 19th Annual ACM SIGPLAN Conference on Object-oriented Programming Systems, Languages, and Applications","OOPSLA '04","","1-58113-833-4","Vancouver, BC, CANADA","ACM","New York, NY, USA"
"article","2666767","Ian  Gorton and Yan  Liu and Jian  Yin","","","","GridOPTICS(TM): A Design for Plug-and-play Smart Grid Software Architecture","38--41","","4","smart grid, software architecture","","","","","","","","2012","","Proceedings of the First International Workshop on Software Engineering Challenges for the Smart Grid","SE4SG '12","","978-1-4673-1864-8","Zurich, Switzerland","IEEE Press","Piscataway, NJ, USA"
"article","1095248","H. P. Dommel","","","","The Challenges of Ambient Collaboration","10--13","","4","ambient media, contextual computing, tetherless group workspaces, ubiquitous collaboration","10.1145/1095242.1095248","","","","","","","2005","","Proceedings of the 2005 Conference on Diversity in Computing","TAPIA '05","","1-59593-257-7","Albuquerque, New Mexico, USA","ACM","New York, NY, USA"
"article","2815367","Alisa J.  Maas","","","","Automatic Array Property Detection via Static Analysis","69--70","","2","FFI, bindings, foreign function interfaces, libraries, static analysis, type inference","10.1145/2814189.2815367","","","","","","","2015","","Companion Proceedings of the 2015 ACM SIGPLAN International Conference on Systems, Programming, Languages and Applications: Software for Humanity","SPLASH Companion 2015","","978-1-4503-3722-9","Pittsburgh, PA, USA","ACM","New York, NY, USA"
"article","2487797","Richard Duchatsch Johansen and Talita Cristina Pagani Britto and Cesar Augusto Cusin","","","","CSS Browser Selector Plus: A JavaScript Library to Support Cross-browser Responsive Design","27--30","","4","cross-browser, javascript, responsive web design, web standards","10.1145/2487788.2487797","","","","","","","2013","","Proceedings of the 22Nd International Conference on World Wide Web","WWW '13 Companion","","978-1-4503-2038-2","Rio de Janeiro, Brazil","ACM","New York, NY, USA"
"article","375744","Denise  Draper and Alon Y. Halevy and Daniel S. Weld","","","","The Nimble Integration Engine","567--568","","2","","10.1145/376284.375744","SIGMOD Rec.","June 2001","30","2","","May","2001","0163-5808","","","","","","ACM","New York, NY, USA"
"article","375744","Denise  Draper and Alon Y. Halevy and Daniel S. Weld","","","","The Nimble Integration Engine","567--568","","2","","10.1145/375663.375744","","","","","","","2001","","Proceedings of the 2001 ACM SIGMOD International Conference on Management of Data","SIGMOD '01","","1-58113-332-4","Santa Barbara, California, USA","ACM","New York, NY, USA"
"article","2666724","Nan  Niu and Fangbo  Yang and Jing-Ru C. Cheng and Sandeep  Reddivari","","","","A Cost-benefit Approach to Recommending Conflict Resolution for Parallel Software Development","21--25","","5","conflict resolution, cost-benefit analysis, recommendation, software merging","","","","","","","","2012","","Proceedings of the Third International Workshop on Recommendation Systems for Software Engineering","RSSE '12","","978-1-4673-1759-7","Zurich, Switzerland","IEEE Press","Piscataway, NJ, USA"
"article","1113371","Harsha V. Madhyastha and Arun  Venkataramani and Arvind  Krishnamurthy and Thomas  Anderson","","","","Oasis: An Overlay-aware Network Stack","41--48","","8","","10.1145/1113361.1113371","SIGOPS Oper. Syst. Rev.","January 2006","40","1","","January","2006","0163-5980","","","","","","ACM","New York, NY, USA"
"article","1929767","Alberto  Siena and Giampaolo  Armellin and Gianluca  Mameli and John  Mylopoulos and Anna  Perini and Angelo  Susi","","","","Establishing Regulatory Compliance for Information System Requirements: An Experience Report from the Health Care Domain","90--103","","14","","","","","","","","","2010","","Proceedings of the 29th International Conference on Conceptual Modeling","ER'10","","3-642-16372-6, 978-3-642-16372-2","Vancouver, BC, Canada","Springer-Verlag","Berlin, Heidelberg"
"article","1456197","Andreas  Leha and Mikhail  Chalabine and Christoph  Kessler","","","","Parallelizing Scientific Code with Invasive Interactive Parallelization: A Case Study with Reuseware","5:1--5:10","5","10","performance, processor, restructuring, transformation","10.1145/1456190.1456197","","","","","","","2008","","Proceedings of the 2008 compFrame/HPC-GECO Workshop on Component Based High Performance","CBHPC '08","","978-1-60558-311-2","Karlsruhe, Germany","ACM","New York, NY, USA"
"article","1620424","Jack  Whitham and Neil  Audsley and Martin  Schoeberl","","","","Using Hardware Methods to Improve Time-predictable Performance in Real-time Java Systems","130--139","","10","","10.1145/1620405.1620424","","","","","","","2009","","Proceedings of the 7th International Workshop on Java Technologies for Real-Time and Embedded Systems","JTRES '09","","978-1-60558-732-5","Madrid, Spain","ACM","New York, NY, USA"
"article","1364724","Walter  Wong and F&#225;bio L. Verdi and Maur&#237;cio F. Magalh&#227;es","","","","A Next Generation Internet Architecture for Mobility and Multi-homing Support","61:1--61:2","61","2","architecture, mobility, multi-homing, wireless, wireless networks","10.1145/1364654.1364724","","","","","","","2007","","Proceedings of the 2007 ACM CoNEXT Conference","CoNEXT '07","","978-1-59593-770-4","New York, New York","ACM","New York, NY, USA"
"article","1614141","Mohamed  Noamany and Thomas  Schaaf and Tanja  Schultz","","","","Advances in the CMU/InterACT Arabic GALE Transcription System","129--132","","4","Arabic, GALE, slightly supervised training, speech recognition, vowelization, web data","","","","","","","","2007","","Human Language Technologies 2007: The Conference of the North American Chapter of the Association for Computational Linguistics; Companion Volume, Short Papers","NAACL-Short '07","","","Rochester, New York","Association for Computational Linguistics","Stroudsburg, PA, USA"
"article","2060665","Michael  Raab and Steffen  Masik and Thomas  Schulze","","","","Support System for Distributed HLA Simulations in Industrial Applications","1--7","","7","","10.1109/PADS.2011.5936773","","","","","","","2011","","Proceedings of the 2011 IEEE Workshop on Principles of Advanced and Distributed Simulation","PADS '11","","978-1-4577-1363-7","","IEEE Computer Society","Washington, DC, USA"
"article","1653871","Luc  Anselin and Mark  McCann","","","","OpenGeoDa, Open Source Software for the Exploration and Visualization of Geospatial Data","550--551","","2","GIS and spatial analysis, GeoDa, exploratory spatial data analysis, spatial autocorrelation","10.1145/1653771.1653871","","","","","","","2009","","Proceedings of the 17th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems","GIS '09","","978-1-60558-649-6","Seattle, Washington","ACM","New York, NY, USA"
"article","1067724","Haoyang  Che and Qiangfeng  Zhang","","","","MOO: Revival or Extinction?","14--18","","5","MOO, MUD, avatar, virtual community, virtual environment","10.1145/1067721.1067724","SIGGROUP Bull.","February 2005","25","2","","February","2005","2372-7403","","","","","","ACM","New York, NY, USA"
"article","1275541","Ross  Brennan and Michael  Manzke","","","","On the Introduction of Reconfigurable Hardware into Computer Architecture Education","","15","","","10.1145/1275521.1275541","","","","","","","2003","","Proceedings of the 2003 Workshop on Computer Architecture Education: Held in Conjunction with the 30th International Symposium on Computer Architecture","WCAE '03","","978-1-4503-4732-7","San Diego, California","ACM","New York, NY, USA"
"article","1640041","Steven  Fraser and Ethan  Hadar and Irit  Hadar and Dennis  Mancl and Grenville (Randy) Miller and Bill  Opdyke","","","","Architecture in an Agile World","841--844","","4","agile development, design, software architecture","10.1145/1639950.1640041","","","","","","","2009","","Proceedings of the 24th ACM SIGPLAN Conference Companion on Object Oriented Programming Systems Languages and Applications","OOPSLA '09","","978-1-60558-768-4","Orlando, Florida, USA","ACM","New York, NY, USA"
"article","1066284","Atsuyuki  Morishima and Toshiaki  Okawara and Jun'ichi  Tanaka and Ken'ichi  Ishikawa","","","","SMART: A Tool for Semantic-driven Creation of Complex XML Mappings","909--911","","3","","10.1145/1066157.1066284","","","","","","","2005","","Proceedings of the 2005 ACM SIGMOD International Conference on Management of Data","SIGMOD '05","","1-59593-060-4","Baltimore, Maryland","ACM","New York, NY, USA"
"article","378855","Nevin  Heintze and Olivier  Tardieu","","","","Ultra-fast Aliasing Analysis Using CLA: A Million Lines of C Code in a Second","254--263","","10","","10.1145/381694.378855","SIGPLAN Not.","May 2001","36","5","","May","2001","0362-1340","","","","","","ACM","New York, NY, USA"
"article","378855","Nevin  Heintze and Olivier  Tardieu","","","","Ultra-fast Aliasing Analysis Using CLA: A Million Lines of C Code in a Second","254--263","","10","","10.1145/378795.378855","","","","","","","2001","","Proceedings of the ACM SIGPLAN 2001 Conference on Programming Language Design and Implementation","PLDI '01","","1-58113-414-2","Snowbird, Utah, USA","ACM","New York, NY, USA"
"article","1572641","Jacob O. Wobbrock and Andrew J. Ko and Julie A. Kientz","","","","TIMELINES: Reflections on the Future of iSchools from Inspired Junior Faculty","69--71","","3","","10.1145/1572626.1572641","interactions","September + October 2009","16","5","","September","2009","1072-5520","","","","","","ACM","New York, NY, USA"
"article","2435365","Nazari  Skrupsky and Prithvi  Bisht and Timothy  Hinrichs and V. N. Venkatakrishnan and Lenore  Zuck","","","","TamperProof: A Server-agnostic Defense for Parameter Tampering Attacks on Web Applications","129--140","","12","parameter tampering, prevention","10.1145/2435349.2435365","","","","","","","2013","","Proceedings of the Third ACM Conference on Data and Application Security and Privacy","CODASPY '13","","978-1-4503-1890-7","San Antonio, Texas, USA","ACM","New York, NY, USA"
"article","1964141","Antony  Tang and Wim  Couwenberg and Erik  Scheppink and Niels Aan de Burgh and Sybren  Deelstra and Hans  van Vliet","","","","SPL Migration Tensions: An Industry Experience","3:1--3:6","3","6","agile development process, architecture management, industry case study, software product line engineering","10.1145/1964138.1964141","","","","","","","2010","","Proceedings of the 2010 Workshop on Knowledge-Oriented Product Line Engineering","KOPLE '10","","978-1-4503-0542-6","Reno, Nevada","ACM","New York, NY, USA"
"article","2676205","Mark  Grabau and Quinn  Conley and Melissa  Marshall","","","","Business Process Simulation for Claims Transformation","1784--1792","","9","","","","","","","","","2013","","Proceedings of the 2013 Winter Simulation Conference: Simulation: Making Decisions in a Complex World","WSC '13","","978-1-4799-2077-8","Washington, D.C.","IEEE Press","Piscataway, NJ, USA"
"article","2663552","Javier  C&#225;mara and Pedro  Correia and Rog&#233;rio  de Lemos and David  Garlan and Pedro  Gomes and Bradley  Schmerl and Rafael  Ventura","","","","Evolving an Adaptive Industrial Software System to Use Architecture-based Self-adaptation","13--22","","10","","","","","","","","","2013","","Proceedings of the 8th International Symposium on Software Engineering for Adaptive and Self-Managing Systems","SEAMS '13","","978-1-4673-4401-2","San Francisco, California","IEEE Press","Piscataway, NJ, USA"
"article","1364697","Thabotharan  Kathiravelu and Arnold  Pears","","","","Reproducing Opportunistic Connectivity Traces Using Connectivity Models","34:1--34:2","34","2","","10.1145/1364654.1364697","","","","","","","2007","","Proceedings of the 2007 ACM CoNEXT Conference","CoNEXT '07","","978-1-59593-770-4","New York, New York","ACM","New York, NY, USA"
"article","1099472","E. Axel Larsson","","","","A Case Study: Implementing Novell Identity Management at Drew University","165--170","","6","DirXML, active directory, directory services, eDirectory, identity management, novell, password management, single sign on","10.1145/1099435.1099472","","","","","","","2005","","Proceedings of the 33rd Annual ACM SIGUCCS Conference on User Services","SIGUCCS '05","","1-59593-200-3","Monterey, CA, USA","ACM","New York, NY, USA"
"article","2442876","Vlad  Slavici and Daniel  Kunkle and Gene  Cooperman and Stephen  Linton","","","","An Efficient Programming Model for Memory-intensive Recursive Algorithms Using Parallel Disks","327--334","","8","","10.1145/2442829.2442876","","","","","","","2012","","Proceedings of the 37th International Symposium on Symbolic and Algebraic Computation","ISSAC '12","","978-1-4503-1269-1","Grenoble, France","ACM","New York, NY, USA"
"article","1049947","C. T.  H. Everaars and F.  Arbab and B.  Koren","","","","Modernizing Existing Software: A Case Study","3--","","","Design, experimentation, languages, performance, Parallel and distributed computing, coordination languages, software renovation, software reusability, protocol library","10.1109/SC.2004.34","","","","","","","2004","","Proceedings of the 2004 ACM/IEEE Conference on Supercomputing","SC '04","","0-7695-2153-3","","IEEE Computer Society","Washington, DC, USA"
"article","1387317","Samyr  Vale and Slimane  Hammoudi","","","","Towards Context Independence in Distributed Context-aware Applications by the Model Driven Approach","31--36","","6","EDOC-ECA, MDA, components, context-aware, mapping","10.1145/1387309.1387317","","","","","","","2008","","Proceedings of the 3rd International Workshop on Services Integration in Pervasive Environments","SIPE '08","","978-1-60558-208-5","Sorrento, Italy","ACM","New York, NY, USA"
"article","2898098","Dean  Sullivan and Orlando  Arias and Lucas  Davi and Per  Larsen and Ahmad-Reza  Sadeghi and Yier  Jin","","","","Strategy Without Tactics: Policy-agnostic Hardware-enhanced Control-flow Integrity","163:1--163:6","163","6","","10.1145/2897937.2898098","","","","","","","2016","","Proceedings of the 53rd Annual Design Automation Conference","DAC '16","","978-1-4503-4236-0","Austin, Texas","ACM","New York, NY, USA"
"article","2724572","Niklas  Fors and Gustav  Cedersj&#246; and G&#246;rel  Hedin","","","","JavaRAG: A Java Library for Reference Attribute Grammars","55--67","","13","Java, Modularity, compilers, embedded language, extensibility, library, reference attribute grammars, reflection","10.1145/2724525.2724572","","","","","","","2015","","Proceedings of the 14th International Conference on Modularity","MODULARITY 2015","","978-1-4503-3249-1","Fort Collins, CO, USA","ACM","New York, NY, USA"
"article","1698777","Hiroaki  Inoue and Junji  Sakai and Masato  Edahiro","","","","A Robust Seamless Communication Architecture for Next-generation Mobile Terminals on multi-CPU SoCs","19:1--19:28","19","28","Multi-CPU, Taguchi Method, interprocess communication, linux","10.1145/1698772.1698777","ACM Trans. Embed. Comput. Syst.","February 2010","9","3","","March","2010","1539-9087","","","","","","ACM","New York, NY, USA"
"article","2735925","Ikuta  Tanigawa and Nobuhiko  Ogura and Midori  Sugaya and Harumi  Watanabe and Kenji  Hisazumi","","","","A Structure of a C# Framework ContextCS Based on Context-oriented Programming","21--22","","2","C#, Context-Oriented Programing, Dynamic Program Rewriting","10.1145/2735386.2735925","","","","","","","2015","","Companion Proceedings of the 14th International Conference on Modularity","MODULARITY Companion 2015","","978-1-4503-3283-5","Fort Collins, CO, USA","ACM","New York, NY, USA"
"article","2732512","Daniel  Buzzo and Nicolo  Merendino","","","","Not All Days Are Equal: Investigating the Meaning in the Digital Calendar","489--501","","13","calendars, design, events, experience, making, places, temporality, time, usability, user experience","10.1145/2702613.2732512","","","","","","","2015","","Proceedings of the 33rd Annual ACM Conference Extended Abstracts on Human Factors in Computing Systems","CHI EA '15","","978-1-4503-3146-3","Seoul, Republic of Korea","ACM","New York, NY, USA"
"article","2093308","Nicola  Baldo and Paolo  Dini and Josep  Mangues-Bafalluy and Marco  Miozzo and Jos&#233;  N&#250;&#241;ez-Mart&#237;nez","","","","Small Cells, Wireless Backhaul and Renewable Energy: A Solution for Disaster Aftermath Communications","52:1--52:7","52","7","architecture, disaster aftermath, mesh, renewable energy, small cells, wireless backhaul","10.1145/2093256.2093308","","","","","","","2011","","Proceedings of the 4th International Conference on Cognitive Radio and Advanced Spectrum Management","CogART '11","","978-1-4503-0912-7","Barcelona, Spain","ACM","New York, NY, USA"
"article","1923651","Soungwoo  Kim and Heejun  Roh and Wonjun  Lee","","","","CMAC-ORS: A Cooperative MAC Protocol with On-demand Relay Selection for Wireless LANs","25--27","","3","","10.1145/1923641.1923651","SIGMOBILE Mob. Comput. Commun. Rev.","July 2010","14","3","","December","2010","1559-1662","","","","","","ACM","New York, NY, USA"
"article","2960425","Bingyang  Liu and Jun  Bi and Yu  Zhou","","","","Source Address Validation in Software Defined Networks","595--596","","2","SAVI, SDN","10.1145/2934872.2960425","","","","","","","2016","","Proceedings of the 2016 Conference on ACM SIGCOMM 2016 Conference","SIGCOMM '16","","978-1-4503-4193-6","Florianopolis, Brazil","ACM","New York, NY, USA"
