"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","806265","Carl  Engelman","","","","The Legacy of MATHLAB 68","29--41","","13","","10.1145/800204.806265","","","","","","","1971","","Proceedings of the Second ACM Symposium on Symbolic and Algebraic Manipulation","SYMSAC '71","","","Los Angeles, California, USA","ACM","New York, NY, USA"
"article","2480602","Philippe  Dugerdil and David  Sennhauser","","","","Dynamic Decision Tree for Legacy Use-case Recovery","1284--1291","","8","decision tree processing, dynamic analysis, use-case recovery","10.1145/2480362.2480602","","","","","","","2013","","Proceedings of the 28th Annual ACM Symposium on Applied Computing","SAC '13","","978-1-4503-1656-9","Coimbra, Portugal","ACM","New York, NY, USA"
"article","1357274","Amy K. Karlson and Benjamin B. Bederson","","","","One-handed Touchscreen Input for Legacy Applications","1399--1408","","10","mobile devices, one-handed interaction, touchscreens","10.1145/1357054.1357274","","","","","","","2008","","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","CHI '08","","978-1-60558-011-1","Florence, Italy","ACM","New York, NY, USA"
"article","276706","Peter C. Weinstein","","","","Ontology-based Metadata: Transforming the MARC Legacy","254--263","","10","","10.1145/276675.276706","","","","","","","1998","","Proceedings of the Third ACM Conference on Digital Libraries","DL '98","","0-89791-965-3","Pittsburgh, Pennsylvania, USA","ACM","New York, NY, USA"
"article","2723746","Prabhakar  Cherukupalli and Y. Raghu Reddy","","","","Reengineering Enterprise Wide Legacy BFSI Systems: Industrial Case Study","40--49","","10","BFSI, Defect density, Defect spread, Enterprise system transformation, Forward Engineering, Reengineering, Reverse Engineering","10.1145/2723742.2723746","","","","","","","2015","","Proceedings of the 8th India Software Engineering Conference","ISEC '15","","978-1-4503-3432-7","Bangalore, India","ACM","New York, NY, USA"
"article","225045","Bruce W. Weide and Wayne D. Heym and Joseph E. Hollingsworth","","","","Reverse Engineering of Legacy Code Exposed","327--331","","5","","10.1145/225014.225045","","","","","","","1995","","Proceedings of the 17th International Conference on Software Engineering","ICSE '95","","0-89791-708-1","Seattle, Washington, USA","ACM","New York, NY, USA"
"article","1730881","Philippe  Dugerdil and Julien  Repond","","","","Automatic Generation of Abstract Views for Legacy Software Comprehension","23--32","","10","abstract view, dynamic analysis, functional component, reverse-engineering, sequence diagram, software clustering","10.1145/1730874.1730881","","","","","","","2010","","Proceedings of the 3rd India Software Engineering Conference","ISEC '10","","978-1-60558-922-0","Mysore, India","ACM","New York, NY, USA"
"article","1755921","Tommaso  Cucinotta and Fabio  Checconi and Luca  Abeni and Luigi  Palopoli","","","","Self-tuning Schedulers for Legacy Real-time Applications","55--68","","14","multimedia, real-time scheduling","10.1145/1755913.1755921","","","","","","","2010","","Proceedings of the 5th European Conference on Computer Systems","EuroSys '10","","978-1-60558-577-2","Paris, France","ACM","New York, NY, USA"
"article","330675","Michael  B&#246;hlen and Christian S. Jensen and Bj&#248;rn  Skjellaug","","","","Spatio-temporal Database Support for Legacy Applications","226--234","","9","SQL, language design, legacy software, multi-dimensional data, spatial, spatio-temporal data, temporal","10.1145/330560.330675","","","","","","","1998","","Proceedings of the 1998 ACM Symposium on Applied Computing","SAC '98","","0-89791-969-6","Atlanta, Georgia, USA","ACM","New York, NY, USA"
"article","2856655","Rajeev Kumar Gupta and Prabhulinga  Manikreddy and Sandesh  Naik and K.  Arya","","","","Pragmatic Approach for Managing Technical Debt in Legacy Software Project","170--176","","7","Code Quality, Lifecycle Approach, Pragmatic, Product Quality, Static Analysis, Technical Debt","10.1145/2856636.2856655","","","","","","","2016","","Proceedings of the 9th India Software Engineering Conference","ISEC '16","","978-1-4503-4018-2","Goa, India","ACM","New York, NY, USA"
"article","1798381","Charles  Engelke and Craig  Fitzgerald","","","","Replacing Legacy Web Services with RESTful Services","27--30","","4","REST, cryptography, digital signatures, interoperability, sealed bidding, web services","10.1145/1798354.1798381","","","","","","","2010","","Proceedings of the First International Workshop on RESTful Design","WS-REST '10","","978-1-60558-959-6","Raleigh, North Carolina, USA","ACM","New York, NY, USA"
"article","581391","Alok  Mehta and George T. Heineman","","","","Evolving Legacy System Features into Fine-grained Components","417--427","","11","","10.1145/581339.581391","","","","","","","2002","","Proceedings of the 24th International Conference on Software Engineering","ICSE '02","","1-58113-472-X","Orlando, Florida","ACM","New York, NY, USA"
"article","2493897","Danilo  Beuche","","","","Transforming Legacy Systems into Software Product Lines","275--275","","1","migration, software product lines, tutorial","10.1145/2491627.2493897","","","","","","","2013","","Proceedings of the 17th International Software Product Line Conference","SPLC '13","","978-1-4503-1968-3","Tokyo, Japan","ACM","New York, NY, USA"
"article","1651419","Alfonso  Rodr&#237;guez and Ang&#233;lica  Caro and Eduardo  Fern&#225;ndez-Medina","","","","Towards Framework Definition to Obtain Secure Business Process from Legacy Information Systems","17--24","","8","business process, legacy information systems, model transformations, secure business process, security requirement","10.1145/1651415.1651419","","","","","","","2009","","Proceedings of the First International Workshop on Model Driven Service Engineering and Data Quality and Security","MoSE+DQS '09","","978-1-60558-816-2","Hong Kong, China","ACM","New York, NY, USA"
"article","2598579","Rebecca  Gulotta and William  Odom and Haakon  Faste and Jodi  Forlizzi","","","","Legacy in the Age of the Internet: Reflections on How Interactive Systems Shape How We Are Remembered","975--984","","10","design, digital forgetting, digital identity, digital inheritance, family, identity management, personal legacy","10.1145/2598510.2598579","","","","","","","2014","","Proceedings of the 2014 Conference on Designing Interactive Systems","DIS '14","","978-1-4503-2902-6","Vancouver, BC, Canada","ACM","New York, NY, USA"
"article","1134353","Damiano  Distante and Gerardo  Canfora and Scott  Tilley and Shihong  Huang","","","","Redesigning Legacy Applications for the Web with UWAT+: A Case Study","482--491","","10","UWA, UWAT+, case study, experience, legacy systems, migration, redesign, reengineering, web","10.1145/1134285.1134353","","","","","","","2006","","Proceedings of the 28th International Conference on Software Engineering","ICSE '06","","1-59593-375-1","Shanghai, China","ACM","New York, NY, USA"
"article","2466240","Rebecca  Gulotta and William  Odom and Jodi  Forlizzi and Haakon  Faste","","","","Digital Artifacts As Legacy: Exploring the Lifespan and Value of Digital Data","1813--1822","","10","design, digital artifacts, inheritance, interviews, legacy, reflective design, speculative design, technology probes","10.1145/2470654.2466240","","","","","","","2013","","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","CHI '13","","978-1-4503-1899-0","Paris, France","ACM","New York, NY, USA"
"article","2757406","Assia  Alexandrova and Lucia  Rapanotti and Ivan  Horrocks","","","","The Legacy Problem in Government Agencies: An Exploratory Study","150--159","","10","business process change, innovation, legacy systems, public sector, requirements engineering, risk","10.1145/2757401.2757406","","","","","","","2015","","Proceedings of the 16th Annual International Conference on Digital Government Research","dg.o '15","","978-1-4503-3600-0","Phoenix, Arizona","ACM","New York, NY, USA"
"article","1810349","Stefan  Henkler and Jan  Meyer and Wilhelm  Sch&#228;fer and Markus  von Detten and Ulrich  Nickel","","","","Legacy Component Integration by the Fujaba Real-time Tool Suite","267--270","","4","formal verification, integration, legacy system, model-driven engineering, safety-critical systems","10.1145/1810295.1810349","","","","","","","2010","","Proceedings of the 32Nd ACM/IEEE International Conference on Software Engineering - Volume 2","ICSE '10","","978-1-60558-719-6","Cape Town, South Africa","ACM","New York, NY, USA"
"article","2702297","Rebecca  Gulotta and Alex  Sciuto and Aisling  Kelliher and Jodi  Forlizzi","","","","Curatorial Agents: How Systems Shape Our Understanding of Personal and Familial Digital Information","3453--3462","","10","agency, curation, digital legacy, identity, memory, metadata, personalization, reflection, research through design","10.1145/2702123.2702297","","","","","","","2015","","Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems","CHI '15","","978-1-4503-3145-6","Seoul, Republic of Korea","ACM","New York, NY, USA"
"article","2858254","Jed R. Brubaker and Vanessa  Callison-Burch","","","","Legacy Contact: Designing and Implementing Post-mortem Stewardship at Facebook","2908--2919","","12","death, facebook, legacy contact, memorialization, post-mortem data, social network sites, stewardship","10.1145/2858036.2858254","","","","","","","2016","","Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems","CHI '16","","978-1-4503-3362-7","Santa Clara, California, USA","ACM","New York, NY, USA"
"article","2364473","Danilo  Beuche","","","","Transforming Legacy Systems into Software Product Lines","281--281","","1","migration, software product lines, tutorial","10.1145/2364412.2364473","","","","","","","2012","","Proceedings of the 16th International Software Product Line Conference - Volume 2","SPLC '12","","978-1-4503-1095-6","Salvador, Brazil","ACM","New York, NY, USA"
"article","1028629","Z.  Yang and Z.  Zhou and B. H. C. Cheng and P. K. McKinley","","","","Enabling Collaborative Adaptation Across Legacy Components","277--282","","6","","10.1145/1028613.1028629","","","","","","","2004","","Proceedings of the 3rd Workshop on Adaptive and Reflective Middleware","ARM '04","","1-58113-949-7","Toronto, Ontario, Canada","ACM","New York, NY, USA"
"article","253820","V&#225;clav  Rajlich","","","","Comprehension and Evolution of Legacy Software (Tutorial)","669--670","","2","change propagation, incremental reengineering, redocumentation, ripple effect, understanding","10.1145/253228.253820","","","","","","","1997","","Proceedings of the 19th International Conference on Software Engineering","ICSE '97","","0-89791-914-9","Boston, Massachusetts, USA","ACM","New York, NY, USA"
"article","225046","Alex  Quilici","","","","Reverse Engineering of Legacy Systems: A Path Toward Success","333--336","","4","","10.1145/225014.225046","","","","","","","1995","","Proceedings of the 17th International Conference on Software Engineering","ICSE '95","","0-89791-708-1","Seattle, Washington, USA","ACM","New York, NY, USA"
"article","1134303","Jia  Liu and Don  Batory and Christian  Lengauer","","","","Feature Oriented Refactoring of Legacy Applications","112--121","","10","feature interactions, features, product lines, program algebra, program synthesis, refactoring","10.1145/1134285.1134303","","","","","","","2006","","Proceedings of the 28th International Conference on Software Engineering","ICSE '06","","1-59593-375-1","Shanghai, China","ACM","New York, NY, USA"
"article","544804","Min-Jung  Yoo","","","","An Industrial Application of Agents for Dynamic Planning and Scheduling","264--271","","8","agent interaction, disturbance, dynamic scheduling, legacy software, reactive & pro-active behavior, simulated annealing, stock planning","10.1145/544741.544804","","","","","","","2002","","Proceedings of the First International Joint Conference on Autonomous Agents and Multiagent Systems: Part 1","AAMAS '02","","1-58113-480-0","Bologna, Italy","ACM","New York, NY, USA"
"article","602494","John  Davey and Elizabeth  Burd","","","","Clustering and Concept Analysis for Software Evolution","146--149","","4","concept analysis, concept lattice, dendrogram, legacy systems, software clustering, software evolution","10.1145/602461.602494","","","","","","","2001","","Proceedings of the 4th International Workshop on Principles of Software Evolution","IWPSE '01","","1-58113-508-4","Vienna, Austria","ACM","New York, NY, USA"
"article","2557059","Jed R. Brubaker and Lynn S. Dombrowski and Anita M. Gilbert and Nafiri  Kusumakaulika and Gillian R. Hayes","","","","Stewarding a Legacy: Responsibilities and Relationships in the Management of Post-mortem Data","4157--4166","","10","death, digital legacy, facebook, inheritance, qualitative study, social network sites, stewardship","10.1145/2556288.2557059","","","","","","","2014","","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","CHI '14","","978-1-4503-2473-1","Toronto, Ontario, Canada","ACM","New York, NY, USA"
"article","2886420","Susan M. Dray and Clare-Marie  Karat and John (Jack) Carroll and Lorrie  Cranor and Robin  Jeffries and Zhengjie  Liu and Arnold (Arnie) Lund and Ben  Shneiderman and Gerrit  van der Veer","","","","Science and Service, Innovation and Inspiration: Celebrating the Life of John Karat","1047--1050","","4","IFIP, SIGCHI, human-computer interaction, internationalization, legacy, personalization, policy, privacy, service, speech recognition, usability","10.1145/2851581.2886420","","","","","","","2016","","Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems","CHI EA '16","","978-1-4503-4082-3","Santa Clara, California, USA","ACM","New York, NY, USA"
"article","2639485","Lisa  Thomas and Pam  Briggs","","","","An Older Adult Perspective on Digital Legacy","237--246","","10","artefacts, death, design, family, focus groups, legacy, older adults, technology probes, workshops","10.1145/2639189.2639485","","","","","","","2014","","Proceedings of the 8th Nordic Conference on Human-Computer Interaction: Fun, Fast, Foundational","NordiCHI '14","","978-1-4503-2542-4","Helsinki, Finland","ACM","New York, NY, USA"
"article","1134359","Xinyu  Wang and Jianling  Sun and Xiaohu  Yang and Chao  Huang and Zhijun  He and Srinivasa R. Maddineni","","","","Reengineering Standalone C++ Legacy Systems into the J2EE Partition Distributed Environment","525--533","","9","clustering, component, distributed environment, interface, legacy system, partition, reverse engineering, software reengineering","10.1145/1134285.1134359","","","","","","","2006","","Proceedings of the 28th International Conference on Software Engineering","ICSE '06","","1-59593-375-1","Shanghai, China","ACM","New York, NY, USA"
"article","1094959","Kristoffer  Kvam and Rodin  Lie and Daniel  Bakkelund","","","","Legacy System Exorcism by Pareto's Principle","250--256","","7","Pareto principle, agile development, legacy system, open source, reengineering, refactoring, software metrics","10.1145/1094855.1094959","","","","","","","2005","","Companion to the 20th Annual ACM SIGPLAN Conference on Object-oriented Programming, Systems, Languages, and Applications","OOPSLA '05","","1-59593-193-7","San Diego, CA, USA","ACM","New York, NY, USA"
"article","1859059","Eric  Schulte and Stephanie  Forrest and Westley  Weimer","","","","Automated Program Repair Through the Evolution of Assembly Code","313--316","","4","assembly code, bytecode, evolutionary computation, fault localization, legacy software, program repair","10.1145/1858996.1859059","","","","","","","2010","","Proceedings of the IEEE/ACM International Conference on Automated Software Engineering","ASE '10","","978-1-4503-0116-9","Antwerp, Belgium","ACM","New York, NY, USA"
